query_id,query,doc_id,title,topic,source,url,relevance
Q1,cầu thủ Quang Hải,118562,Hé lộ thời điểm Pau FC ra mắt tân binh Quang Hải,Thể thao,dantri,https://dantri.com.vn/the-thao/he-lo-thoi-diem-pau-fc-ra-mat-tan-binh-quang-hai-20220629204620978.htm,
Q1,cầu thủ Quang Hải,119849,"Báo Pháp: ""Sự vô danh của Quang Hải khiến nhiều người tò mò"" | Báo Dân trí",Thể thao,dantri,https://dantri.com.vn/the-thao/bao-phap-su-vo-danh-cua-quang-hai-khien-nhieu-nguoi-to-mo-20220629132356846.htm,
Q1,cầu thủ Quang Hải,120012,Quang Hải chuẩn bị kiểm tra y tế ở CLB Pau,Thể thao,zingnews,https://zingnews.vn/quang-hai-chuan-bi-kiem-tra-y-te-o-clb-pau-post1330820.html,
Q1,cầu thủ Quang Hải,120422,"Báo Pháp: ""Sự vô danh của Quang Hải nhiều người tò mò"" | Báo Dân trí",Thể thao,dantri,https://dantri.com.vn/the-thao/bao-phap-su-vo-danh-cua-quang-hai-nhieu-nguoi-to-mo-20220629132356846.htm,
Q1,cầu thủ Quang Hải,121636,"PV Pháp: ""Cầu thủ châu Á ít được tin dùng ở Pháp, nhưng Quang Hải sẽ thay đổi tư duy đó""",,soha,https://soha.vn/pv-phap-cau-thu-chau-a-it-duoc-tin-dung-o-phap-nhung-quang-hai-se-thay-doi-tu-duy-do-20220628171546423.htm,
Q1,cầu thủ Quang Hải,121977,Tổng hợp hành trình Quang Hải đến với Pau FC của nước Pháp,Video,thanhnien.vn,https://thanhnien.vn/tong-hop-hanh-trinh-quang-hai-den-voi-pau-fc-cua-nuoc-phap-post1473003.html,
Q1,cầu thủ Quang Hải,122244,Vì sao Quang Hải chọn đầu quân cho đội bóng vô danh nước Pháp? | Báo Dân trí,Thể thao,dantri,https://dantri.com.vn/the-thao/vi-sao-quang-hai-chon-dau-quan-cho-doi-bong-vo-danh-nuoc-phap-20220628220251671.htm,
Q1,cầu thủ Quang Hải,123133,Chuyên gia nói gì khi Quang Hải gia nhập Pau FC?,Thể thao,qdnd.vn,https://www.qdnd.vn/the-thao/trong-nuoc/chuyen-gia-noi-gi-khi-quang-hai-gia-nhap-pau-fc-698377,
Q1,cầu thủ Quang Hải,126004,Báo giới Pháp lên cơn sốt về thương vụ Quang Hải,Thể thao,dantri,https://dantri.com.vn/the-thao/bao-gioi-phap-len-con-sot-ve-thuong-vu-quang-hai-20220628021630068.htm,
Q1,cầu thủ Quang Hải,129638,Quang Hải sẽ gia nhập Pau FC?,Thể thao,baoquocte,https://baoquocte.vn/quang-hai-se-gia-nhap-pau-fc-188554.html,
Q1,cầu thủ Quang Hải,129984,L'Equipe: 'Quang Hải sắp ký hợp đồng 2 năm với Pau FC',Thể thao,zingnews,https://zingnews.vn/l-equipe-quang-hai-sap-ky-hop-dong-2-nam-voi-pau-fc-post1330131.html,
Q1,cầu thủ Quang Hải,130041,Báo Pháp: 'Pau FC và Quang Hải đang đàm phán',Thể thao,zingnews,https://zingnews.vn/bao-phap-pau-fc-va-quang-hai-dang-dam-phan-post1330125.html,
Q1,cầu thủ Quang Hải,130153,Thực hư thông tin Quang Hải gia nhập Pau FC,Thể thao,dantri,https://dantri.com.vn/the-thao/thuc-hu-thong-tin-quang-hai-gia-nhap-pau-fc-20220626205122927.htm,
Q1,cầu thủ Quang Hải,130277,Lộ diện đội bóng Pháp chiêu mộ Quang Hải,Thể thao,anninhthudo,https://www.anninhthudo.vn/lo-dien-doi-bong-phap-chieu-mo-quang-hai-post508815.antd,
Q1,cầu thủ Quang Hải,134733,"Chỉ ra những thách thức, báo Pháp nói Quang Hải có thể tạo ra tầm ảnh hưởng",Thể thao,baoquocte,https://baoquocte.vn/chi-ra-nhung-thach-thuc-bao-phap-noi-quang-hai-co-the-tao-ra-tam-anh-huong-188384.html,
Q1,cầu thủ Quang Hải,134983,"Quang Hải đã hoàn tất thủ tục xin visa lao động, báo chí Pháp nói gì?",Thể thao,baoquocte,https://baoquocte.vn/quang-hai-da-hoan-tat-thu-tuc-xin-visa-lao-dong-bao-chi-phap-noi-gi-188384.html,
Q1,cầu thủ Quang Hải,144421,Điểm tin 22/6: HLV của đội Ligue 2 thừa nhận không biết Quang Hải là ai,,bongdaplus,https://bongdaplus.vn/video/diem-tin-22-6-hlv-cua-doi-ligue-2-thua-nhan-khong-biet-quang-hai-la-ai-713712206.html,
Q1,cầu thủ Quang Hải,148743,Thực hư thông tin cầu thủ Quang Hải bị CSGT dừng xe do vượt đèn đỏ,,soha,https://soha.vn/thuc-hu-thong-tin-cau-thu-quang-hai-bi-csgt-dung-xe-do-vuot-den-do-20220620185836054.htm,
Q1,cầu thủ Quang Hải,148844,Cầu thủ Quang Hải bị va chạm giao thông trên đường Hà Nội,Xã hội,dantri,https://dantri.com.vn/xa-hoi/cau-thu-quang-hai-bi-va-cham-giao-thong-tren-duong-ha-noi-20220620183909330.htm,
Q1,cầu thủ Quang Hải,148953,Thực hư thông tin cầu thủ Quang Hải vượt đèn đỏ bị CSGT xử lý,Thời sự,thanhnien.vn,https://thanhnien.vn/thuc-hu-thong-tin-cau-thu-quang-hai-vuot-den-do-bi-csgt-xu-ly-post1470410.html,
Q1,cầu thủ Quang Hải,149116,Cầu thủ Quang Hải bị CSGT dừng xe Mercedes vì va chạm ôtô,Trong nước,nld,https://nld.com.vn/thoi-su/cau-thu-quang-hai-bi-csgt-dung-xe-mercedes-vi-va-cham-oto-20220620164719946.htm,
Q1,cầu thủ Quang Hải,149958,CĐV Đông Nam Á phản ứng ra sao khi Quang Hải sắp sang Pháp chơi bóng,,bongdaplus,https://bongdaplus.vn/video/cdv-dong-nam-a-phan-ung-ra-sao-khi-quang-hai-sap-sang-phap-choi-bong-713482206.html,
Q10,công nghệ trí tuệ nhân tạo,18642,Cảnh báo tin tặc sử dụng công nghệ trí tuệ nhân tạo sẽ còn tiếp diễn,,laodong,https://laodong.vn/cong-nghe/canh-bao-tin-tac-su-dung-cong-nghe-tri-tue-nhan-tao-se-con-tiep-dien-1073147.ldo,
Q10,công nghệ trí tuệ nhân tạo,20734,Hà Nội đặt mục tiêu chuyển đổi 100% loa phường sang phát thanh công nghệ năm 2025 | VTV.VN,,vtv.vn,https://vtv.vn/xa-hoi/ha-noi-len-ke-hoach-khoi-phuc-loa-phuong-toan-thanh-pho-20220726122217078.htm,
Q10,công nghệ trí tuệ nhân tạo,21223,"Hà Nội sẽ phủ sóng hệ thống truyền thanh đến thôn, tổ dân phố",XÃ HỘI,vov.vn,https://vov.vn/xa-hoi/ha-noi-se-phu-song-he-thong-truyen-thanh-den-thon-to-dan-pho-post959085.vov,
Q10,công nghệ trí tuệ nhân tạo,21225,"Năm 2025, 100% xã, phường ở Hà Nội có trang thông tin tương tác với người dân",Thời sự,vietnamnet.vn,https://vietnamnet.vn/ha-noi-se-khoi-phuc-loa-phuong-toan-thanh-pho-2043400.html,
Q10,công nghệ trí tuệ nhân tạo,21279,"Năm 2025, Hà Nội sẽ bỏ loa phường truyền thống, chuyển sang phát thanh công nghệ",,laodong,https://laodong.vn/xa-hoi/nam-2025-ha-noi-se-bo-loa-phuong-truyen-thong-chuyen-sang-phat-thanh-cong-nghe-1072904.ldo,
Q10,công nghệ trí tuệ nhân tạo,21405,Học sinh TP Hồ Chí Minh trải nghiệm môn học trí tuệ nhân tạo - Video đã phát trên VTV | VTV.VN,,vtv.vn,https://vtv.vn/video/hoc-sinh-tp-ho-chi-minh-trai-nghiem-mon-hoc-tri-tue-nhan-tao-570847.htm,
Q10,công nghệ trí tuệ nhân tạo,21499,Hà Nội chuyển đổi 100% loa phường sang phát thanh công nghệ năm 2025,,24h.com.vn,https://www.24h.com.vn/tin-tuc-trong-ngay/ha-noi-chuyen-doi-100-loa-phuong-sang-phat-thanh-cong-nghe-nam-2025-c46a1381212.html,
Q10,công nghệ trí tuệ nhân tạo,21936,Hà Nội chuyển đổi 100% loa phường sang phát thanh công nghệ năm 2025,Xã hội,cafebiz,https://cafebiz.vn/ha-noi-chuyen-doi-100-loa-phuong-sang-phat-thanh-cong-nghe-nam-2025-20220726085834141.chn,
Q10,công nghệ trí tuệ nhân tạo,21947,"Năm 2025, Hà Nội sẽ bỏ loa phường, chuyển sang phát thanh công nghệ",,laodong,https://laodong.vn/xa-hoi/nam-2025-ha-noi-se-bo-loa-phuong-chuyen-sang-phat-thanh-cong-nghe-1072904.ldo,
Q10,công nghệ trí tuệ nhân tạo,21991,"Đến năm 2025, Hà Nội phấn đấu 'phủ sóng' loa phường toàn bộ thôn, tổ dân phố",Đời sống,vtc.vn,https://vtc.vn/loa-phuong-se-phu-song-toan-bo-thon-to-dan-pho-o-ha-noi-ar690230.html,
Q10,công nghệ trí tuệ nhân tạo,22225,Hà Nội chuyển đổi 100% loa phường sang phát thanh công nghệ năm 2025,Xã hội,tienphong,https://tienphong.vn/ha-noi-chuyen-doi-100-loa-phuong-sang-phat-thanh-cong-nghe-nam-2025-post1456529.tpo,
Q10,công nghệ trí tuệ nhân tạo,24483,Tin tặc sử dụng AI để phạm tội như thế nào?,Công nghệ,laodong,https://laodong.vn/cong-nghe/tin-tac-su-dung-ai-de-pham-toi-nhu-the-nao-1072605.ldo,
Q10,công nghệ trí tuệ nhân tạo,75603,Tăng tỉ lệ thành công của CV nhờ bộ 3 công cụ từ JobsGO - Tuổi Trẻ Online,Cần biết,tuoitre.vn,https://tuoitre.vn/tang-ti-le-thanh-cong-cua-cv-nho-bo-3-cong-cu-tu-jobsgo-20220712112642666.htm,
Q10,công nghệ trí tuệ nhân tạo,84268,Trí tuệ nhân tạo (AI) vì sao luôn nằm trong top ngành 'hot'?,Giáo dục,thanhnien.vn,https://thanhnien.vn/tri-tue-nhan-tao-ai-vi-sao-luon-nam-trong-top-nganh-hot-post1476395.html,
Q10,công nghệ trí tuệ nhân tạo,93518,Giải bình chọn sản phẩm Trí tuệ nhân tạo 2022 nhận hồ sơ,Khoa học,vnexpress,https://vnexpress.net/giai-binh-chon-san-pham-tri-tue-nhan-tao-2022-nhan-ho-so-4484063.html,
Q10,công nghệ trí tuệ nhân tạo,101828,NVIDIA chọn Viettel là đối tác chiến lược trí tuệ nhân tạo đầu tiên ở Việt Nam,,danviet,https://danviet.vn/nvidia-chon-viettel-la-doi-tac-chien-luoc-tri-tue-nhan-tao-dau-tien-o-viet-nam-20220704110952405.htm,
Q10,công nghệ trí tuệ nhân tạo,109770,Thúc đẩy nghiên cứu và ứng dụng trí tuệ nhân tạo tại Việt Nam | VTV.VN,,vtv.vn,https://vtv.vn/cong-nghe/thuc-day-nghien-cuu-va-ung-dung-tri-tue-nhan-tao-tai-viet-nam-20220701222903859.htm,
Q10,công nghệ trí tuệ nhân tạo,111012,Viettel hợp tác với ông lớn AI Mỹ - VnExpress Số hóa,Số hóa,vnexpress,https://vnexpress.net/viettel-hop-tac-voi-ong-lon-ai-my-4482516.html,
Q10,công nghệ trí tuệ nhân tạo,111427,Phía sau 'cú bắt tay' giữa Viettel và Tập đoàn AI hàng đầu thế giới,Công nghệ,vietnamnet.vn,https://vietnamnet.vn/phia-sau-cu-bat-tay-giua-viettel-va-tap-doan-ai-hang-dau-the-gioi-2035601.html,
Q10,công nghệ trí tuệ nhân tạo,112253,Viettel thiết lập quan hệ đối tác với tập đoàn công nghệ AI lớn nhất thế giới,Kinh tế,baochinhphu,https://baochinhphu.vn/viettel-thiet-lap-quan-he-doi-tac-voi-tap-doan-cong-nghe-ai-lon-nhat-the-gioi-102220701100905242.htm,
Q10,công nghệ trí tuệ nhân tạo,112309,NVIDIA chọn Viettel là đối tác chiến lược trí tuệ nhân tạo đầu tiên ở Việt Nam,Kinh doanh,dantri,https://dantri.com.vn/kinh-doanh/nvidia-chon-viettel-la-doi-tac-chien-luoc-tri-tue-nhan-tao-dau-tien-o-viet-nam-20220701103117514.htm,
Q10,công nghệ trí tuệ nhân tạo,113458,"""Khách sạn bay"" để du khách sống... trên trời trong nhiều tháng, nhiều năm",Du Lịch,dantri,https://dantri.com.vn/du-lich/khach-san-bay-de-du-khach-song-tren-troi-trong-nhieu-thang-nhieu-nam-20220629104241257.htm,
Q10,công nghệ trí tuệ nhân tạo,125313,Thử nghiệm trí thông minh nhân tạo giám sát người bệnh - Video đã phát trên VTV | VTV.VN,,vtv.vn,https://vtv.vn/video/thu-nghiem-tri-thong-minh-nhan-tao-giam-sat-nguoi-benh-566409.htm,
Q10,công nghệ trí tuệ nhân tạo,126017,Trí tuệ nhân tạo trong cuộc sống hiện đại: AI tham gia chống tắc đường,Công nghệ,laodong,https://laodong.vn/cong-nghe/tri-tue-nhan-tao-trong-cuoc-song-hien-dai-ai-tham-gia-chong-tac-duong-1059665.ldo,
Q10,công nghệ trí tuệ nhân tạo,127519,Video: Trí tuệ nhân tạo chỉ mất một giây để làm xong bài thơ theo yêu cầu - Tuổi Trẻ Video Online,,tuoitre.vn,https://tv.tuoitre.vn/video-kinh-ngac-khi-tri-tue-nhan-tao-co-the-lam-tho-chi-trong-1-giay-121027.htm,
Q2,giá xăng tăng,1517,"Ngày mai, giá xăng tiếp tục giảm?",Kinh tế,baoquocte,https://baoquocte.vn/ngay-mai-gia-xang-tiep-tuc-giam-192677.html,
Q2,giá xăng tăng,1684,Video: Giá xăng có thể giảm thêm trong kỳ điều chỉnh vào ngày 1-8 - Tuổi Trẻ Video Online,,tuoitre.vn,https://tv.tuoitre.vn/video-gia-xang-co-the-giam-trong-ky-dieu-chinh-ngay-1-8-130630.htm,
Q2,giá xăng tăng,2692,Giá xăng ngày mai lại tiếp tục giảm?,Kinh doanh,dantri,https://dantri.com.vn/kinh-doanh/gia-xang-ngay-mai-lai-tiep-tuc-giam-20220731075620921.htm,
Q2,giá xăng tăng,8709,"Giá xăng giảm liên tục giá cả vẫn tăng cao, hàng ở chợ đắt hơn siêu thị",Kinh Doanh,vietnamnet.vn,https://vietnamnet.vn/gia-xang-giam-lien-tuc-gia-ca-van-tang-cao-hang-o-cho-dat-hon-sieu-thi-2044078.html,
Q2,giá xăng tăng,14830,Giá xăng đã giảm 3 lần liền tiếp còn hàng hóa thì chưa,,zingnews,https://zingnews.vn/video-gia-xang-da-giam-3-lan-lien-tiep-con-hang-hoa-thi-chua-post1339836.html,
Q2,giá xăng tăng,18246,Lý giải nguyên nhân giá xăng giảm nhưng giá hàng hóa vẫn neo cao,,danviet,https://danviet.vn/ly-giai-nguyen-nhan-gia-xang-giam-nhung-gia-hang-hoa-van-neo-cao-20220727072159555.htm,
Q2,giá xăng tăng,36373,"Giá xăng giảm kỷ lục, giá hàng hóa vẫn ""đứng trơ trơ""",Kinh tế,danviet,https://danviet.vn/gia-xang-giam-ky-luc-gia-hang-hoa-van-dung-tro-tro-20220721221352209.htm,
Q2,giá xăng tăng,37029,"Giá xăng giảm sâu, nhiều người trông giá hàng hóa giảm theo",Video,thanhnien.vn,https://thanhnien.vn/gia-xang-giam-sau-nhieu-nguoi-trong-gia-hang-hoa-giam-theo-post1480617.html,
Q2,giá xăng tăng,37161,Xăng giảm mạnh kéo dài đến bao giờ?,Kinh doanh,dantri,https://dantri.com.vn/kinh-doanh/xang-giam-manh-keo-dai-den-bao-gio-20220722070019885.htm,
Q2,giá xăng tăng,38687,"Giá xăng giảm sâu 3.600 đồng, xuống mức 25.000 đồng/lít",Thời sự,danviet,https://danviet.vn/gia-xang-giam-sau-3600-dong-xuong-muc-25000-dong-lit-20220721173711592.htm,
Q2,giá xăng tăng,38975,"Giá xăng vừa giảm mạnh, người dân mang cả bình 19 lít đi mua xăng",,laodong,https://laodong.vn/photo/gia-xang-vua-giam-manh-nguoi-dan-mang-ca-binh-19-lit-di-mua-xang-1070979.ldo,
Q2,giá xăng tăng,39556,"Giá xăng, dầu tiếp tục giảm mạnh",Kinh tế,baochinhphu,https://baochinhphu.vn/gia-xang-dau-tiep-tuc-giam-manh-102220721144114477.htm,
Q2,giá xăng tăng,39569,"Giá xăng giảm kỷ lục 3.600 đồng, xuống mức 25.000 đồng/lít",Kinh tế,danviet,https://danviet.vn/gia-xang-giam-ky-luc-3600-dong-xuong-muc-25000-dong-lit-20220721142546116.htm,
Q2,giá xăng tăng,39656,Giá xăng giảm mạnh | Báo Dân trí,Kinh doanh,dantri,https://dantri.com.vn/kinh-doanh/gia-xang-giam-manh-20220721141244602.htm,
Q2,giá xăng tăng,53813,Giá xăng dầu hôm nay 18.7.2022: Xăng sẽ giảm mạnh về 26.000 đồng/lít?,Tài chính - Kinh doanh,thanhnien.vn,https://thanhnien.vn/gia-xang-dau-hom-nay-18-7-2022-xang-se-giam-manh-ve-26-000-dong-lit-post1479287.html,
Q2,giá xăng tăng,71684,Tài xế xe công nghệ: Giá xăng giảm tiết kiệm được 100.000 đồng/ngày,,zingnews,https://zingnews.vn/video-tai-xe-xe-cong-nghe-gia-xang-giam-tiet-kiem-duoc-100000-dongngay-post1335333.html,
Q2,giá xăng tăng,74273,"Giá xăng giảm, người dân và doanh nghiệp phấn khởi - Video đã phát trên VTV | VTV.VN",,vtv.vn,https://vtv.vn/video/gia-xang-giam-nguoi-dan-va-doanh-nghiep-phan-khoi-568714.htm,
Q2,giá xăng tăng,78653,Giá xăng giảm mạnh: Người dân xếp hàng gần nửa tiếng mới đổ được xăng,,laodong,https://laodong.vn/photo/gia-xang-giam-manh-nguoi-dan-xep-hang-gan-nua-tieng-moi-do-duoc-xang-1066778.ldo,
Q2,giá xăng tăng,79019,Toàn cảnh giá xăng dầu 2022: Giá xăng giảm mạnh hơn 3000 đồng/lít,,laodong,https://laodong.vn/infographic/toan-canh-gia-xang-dau-2022-gia-xang-giam-manh-hon-3000-donglit-1066752.ldo,
Q2,giá xăng tăng,111343,"Giá xăng dầu giảm nhẹ hơn 400 đồng/lít, chấm dứt 7 kỳ ""đu đỉnh"" liên tiếp",Kinh tế,danviet,https://danviet.vn/gia-xang-dau-giam-nhe-hon-400-dong-lit-cham-dut-7-ky-du-dinh-lien-tiep-20220701142816536.htm,
Q2,giá xăng tăng,112885,"Giá xăng sẽ giảm vào chiều nay, 1-7?",Kinh tế,qdnd.vn,https://www.qdnd.vn/kinh-te/tin-tuc/gia-xang-se-giam-vao-chieu-nay-1-7-698645,
Q2,giá xăng tăng,116696,Giá xăng có thể giảm vào ngày mai,,soha,https://soha.vn/gia-xang-co-the-giam-vao-ngay-mai-20220630095717849.htm,
Q2,giá xăng tăng,117165,Giá xăng có thể giảm vào ngày mai ,Xã hội,cafebiz,https://cafebiz.vn/gia-xang-co-the-giam-vao-ngay-mai-20220630085024389.chn,
Q2,giá xăng tăng,117650,Giá xăng giảm sau 7 lần tăng mạnh liên tiếp,Kinh Doanh,vietnamnet.vn,https://vietnamnet.vn/gia-xang-giam-sau-7-lan-tang-manh-lien-tiep-2035066.html,
Q2,giá xăng tăng,117832,Giá xăng có thể giảm vào ngày mai | VTV.VN ,,vtv.vn,https://vtv.vn/kinh-te/gia-xang-co-the-giam-vao-ngay-mai-20220630065407974.htm,
Q2,giá xăng tăng,132608,Không lo giá xăng tăng hay tắc đường nhờ đi xe đạp gấp và tàu điện,Xã hội,zingnews,https://zingnews.vn/video-khong-lo-gia-xang-tang-hay-tac-duong-nho-di-xe-dap-gap-va-tau-dien-post1329720.html,
Q2,giá xăng tăng,135745,"Bất chấp giá xăng tăng vọt, giới lái xe toàn cầu vẫn nườm nượp ra đường",Xe & Số,danviet,https://danviet.vn/bat-chap-gia-xang-tang-vot-gioi-lai-xe-toan-cau-van-nuom-nuop-ra-duong-20220621103104064.htm,
Q2,giá xăng tăng,146763,"Giá xăng tăng sát ngưỡng 33.000 đồng, tiếp tục thiết lập kỷ lục mới",Kinh doanh,laodong,https://laodong.vn/kinh-te/gia-xang-tang-sat-nguong-33000-dong-tiep-tuc-thiet-lap-ky-luc-moi-1058806.ldo,
Q2,giá xăng tăng,148527,"Giá xăng tăng lần thứ 7 liên tiếp, áp sát mốc 33.000 đồng/lít?",,tienphong,https://tienphong.vn/gia-xang-tang-lan-thu-7-lien-tiep-ap-sat-moc-33-000-dong-lit-post1447467.tpo,
Q2,giá xăng tăng,148545,Giá xăng có thể tăng sốc: Người dân ùn ùn đi đổ đầy bình không kể ngày đêm,,laodong,https://laodong.vn/photo/gia-xang-co-the-tang-soc-nguoi-dan-un-un-di-do-day-binh-khong-ke-ngay-dem-1058381.ldo,
Q2,giá xăng tăng,149856,Ngày mai (21-6): Dự báo giá xăng tiếp tục lập kỷ lục mới,Kinh doanh,anninhthudo,https://www.anninhthudo.vn/ngay-mai-21-6-du-bao-gia-xang-tiep-tuc-lap-ky-luc-moi-post508205.antd,
Q2,giá xăng tăng,153736,"Cực chẳng đã phải tăng cước vì giá xăng, doanh nghiệp vận tải vẫn điêu đứng",,danviet,https://danviet.vn/cuc-chang-da-phai-tang-cuoc-vi-gia-xang-doanh-nghiep-van-tai-van-dieu-dung-20220618105236924.htm,
Q2,giá xăng tăng,153764,"[Infographic] Loạt xe ""uống ít xăng nhất VN"": 6 lần tăng giá, đổ bao nhiêu sẽ đầy bình?",Kinh doanh,cafebiz,https://cafebiz.vn/infographic-loat-xe-uong-it-xang-nhat-vn-6-lan-tang-gia-do-bao-nhieu-se-day-binh-20220618163441632.chn,
Q2,giá xăng tăng,154869,"[Infographic] Loạt xe ""uống ít xăng nhất VN"": 6 lần tăng giá, đổ bao nhiêu sẽ đầy bình?",Kinh doanh,soha,https://soha.vn/infographic-loat-xe-uong-it-xang-nhat-vn-6-lan-tang-gia-do-bao-nhieu-se-day-binh-20220617110849644.htm,
Q2,giá xăng tăng,160284,"Xăng tăng giá kỷ lục, bạn sẽ sống sao?",Giới trẻ,thanhnien.vn,https://thanhnien.vn/xang-tang-gia-ky-luc-ban-se-song-sao-post1468969.html,
Q2,giá xăng tăng,162668,Người Việt ở Mỹ thắt chặt chi tiêu khi giá xăng tăng kỷ lục,Thế giới,vnexpress,https://vnexpress.net/nguoi-viet-o-my-that-chat-chi-tieu-khi-gia-xang-tang-ky-luc-4475710.html,
Q2,giá xăng tăng,164449,Diễn biến giá xăng từ đầu năm 2022 đến nay: 6 tháng tăng 8.505 đồng/lít,,laodong,https://laodong.vn/infographic/dien-bien-gia-xang-tu-dau-nam-2022-den-nay-6-thang-tang-8505-donglit-1056019.ldo,
Q2,giá xăng tăng,164951,"Giá xăng tăng rất mạnh, vượt mốc 32.000 đồng/lít, giá dầu tăng ""sốc"" hơn",Kinh doanh,laodong,https://laodong.vn/kinh-te/gia-xang-tang-rat-manh-vuot-moc-32000-donglit-gia-dau-tang-soc-hon-1055893.ldo,
Q3,thị trường chứng khoán giảm điểm,25056,Các thị trường chứng khoán châu Á mất đà trong phiên sáng 25/7,,thethaovanhoa,https://thethaovanhoa.vn/ban-can-biet/cac-thi-truong-chung-khoan-chau-a-mat-da-trong-phien-sang-25-7-n20220725115423920.htm,
Q3,thị trường chứng khoán giảm điểm,38584,"Ham đầu tư chứng khoán, loạt ""đại gia"" dính lỗ nặng",Chứng khoán,24h.com.vn,https://www.24h.com.vn/tin-chung-khoan/ham-dau-tu-chung-khoan-loat-dai-gia-dinh-lo-nang-c566a1379762.html,
Q3,thị trường chứng khoán giảm điểm,73880,"Mất hơn 300 tỷ đồng trong một ngày, nữ đại gia Hà Nội còn bao nhiêu tiền?",,24h.com.vn,https://www.24h.com.vn/doanh-nhan/mat-hon-300-ty-dong-trong-mot-ngay-nu-dai-gia-ha-noi-con-bao-nhieu-tien-c606a1377156.html,
Q3,thị trường chứng khoán giảm điểm,76267,5 người giàu nhất sàn chứng khoán bị mất hơn 103.000 tỷ đồng,,24h.com.vn,https://www.24h.com.vn/doanh-nhan/5-nguoi-giau-nhat-san-chung-khoan-bi-mat-hon-103000-ty-dong-c606a1376816.html,
