query_id,query,method,rank,doc_id,title,topic,source,url,score,query_processed,expanded_query,expansion_terms
Q3,thị trường chứng khoán giảm điểm,TF-IDF,5,87432,"Đẩy mạnh giám sát thị trường chứng khoán, đảm bảo kỷ cương, minh bạch | VTV.VN",,vtv.vn,https://vtv.vn/kinh-te/day-manh-giam-sat-thi-truong-chung-khoan-dam-bao-ky-cuong-minh-bach-20220707193440954.htm,0.23868541419506073,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF,6,144481,Khối ngoại đẩy mạnh mua ròng khi chứng khoán giảm,Kinh tế,vtv.vn,https://vtv.vn/kinh-te/khoi-ngoai-day-manh-mua-rong-khi-chung-khoan-giam-20220622100634132.htm,0.23362818360328674,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF,7,118099,Nhiều giải pháp để thị trường chứng khoán bền vững,Kinh tế,tienphong,https://tienphong.vn/nhieu-giai-phap-de-thi-truong-chung-khoan-ben-vung-post1449766.tpo,0.22714397311210632,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF,8,157859,"Forbes: Tài sản 7 tỷ phú Việt giảm 2,4 tỷ USD trong 2 tháng",Kinh doanh,soha,https://soha.vn/forbes-tai-san-7-ty-phu-viet-giam-24-ty-usd-trong-2-thang-20220616180834643.htm,0.226902037858963,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF,9,158335,"Forbes: Tài sản 7 tỷ phú Việt giảm 2,4 tỷ USD trong 2 tháng",Kinh doanh,cafebiz,https://cafebiz.vn/forbes-tai-san-7-ty-phu-viet-giam-24-ty-usd-trong-2-thang-20220616152237142.chn,0.22588840126991272,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF,10,105385,Nghịch lý tài khoản chứng khoán tăng kỷ lục nhưng thanh khoản thị trường xuống vùng đáy,Kinh doanh,anninhthudo,https://www.anninhthudo.vn/nghich-ly-tai-khoan-chung-khoan-tang-ky-luc-nhung-thanh-khoan-thi-truong-xuong-vung-day-post509468.antd,0.22416411340236664,thị_trường_chứng_khoán giảm điểm,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF,1,97265,[INFOGRAPHIC] Lịch thi tốt nghiệp Trung học Phổ thông năm 2022,,vtv.vn,https://vtv.vn/giao-duc/infographic-lich-thi-tot-nghiep-trung-hoc-pho-thong-nam-2022-20220705100748625.htm,0.4832460284233093,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF,2,40662,Khi nào công bố điểm thi tốt nghiệp Trung học phổ thông 2022?,Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/khi-nao-cong-bo-diem-thi-tot-nghiep-trung-hoc-pho-thong-2022-700474,0.4477330446243286,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF,3,16078,Hà Nội: Các trường có điểm trung bình môn cao nhất kỳ thi tốt nghiệp THPT năm 2022,Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/ha-noi-cac-truong-co-diem-trung-binh-mon-cao-nhat-ky-thi-tot-nghiep-thpt-nam-2022-701065,0.43112796545028687,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF,4,8718,"Kiên Giang: Tỉ lệ đỗ tốt nghiệp năm 2022 tăng, 31 đơn vị đạt tỉ lệ 100%",,laodong,https://laodong.vn/giao-duc/kien-giang-ti-le-do-tot-nghiep-nam-2022-tang-31-don-vi-dat-ti-le-100-1074352.ldo,0.4163814187049866,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF,5,167694,146 học sinh lớp 12 được miễn thi tốt nghiệp THPT năm 2022,None,24h.com.vn,https://www.24h.com.vn/giao-duc-du-hoc/146-hoc-sinh-lop-12-duoc-mien-thi-tot-nghiep-thpt-nam-2022-c216a1366654.html,0.3882245421409607,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF,6,17063,Những trường THPT nào ở Hà Nội có điểm trung bình môn cao nhất kỳ thi tốt nghiệp?,,24h.com.vn,https://www.24h.com.vn/giao-duc-du-hoc/nhung-truong-thpt-nao-o-ha-noi-co-diem-trung-binh-mon-cao-nhat-ky-thi-tot-nghiep-c216a1381473.html,0.3734806776046753,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF,7,58517,Công bố đáp án các môn thi trắc nghiệm của kỳ thi tốt nghiệp trung học phổ thông năm 2022,Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/cong-bo-dap-an-cac-mon-thi-trac-nghiem-cua-ky-thi-tot-nghiep-trung-hoc-pho-thong-nam-2022-700048,0.3660568594932556,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF,8,43705,"Đăng ký xét tuyển vào đại học, cao đẳng: Không giới hạn số lượng nguyện vọng",Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/dang-ky-xet-tuyen-vao-dai-hoc-cao-dang-khong-gioi-han-so-luong-nguyen-vong-700385,0.364534467458725,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF,9,93960,Hơn 1 triệu thí sinh làm thủ tục dự thi tốt nghiệp trung học phổ thông năm 2022,Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/hon-1-trieu-thi-sinh-lam-thu-tuc-du-thi-tot-nghiep-trung-hoc-pho-thong-nam-2022-699102,0.35822921991348267,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF,10,31948,Tra cứu điểm thi tốt nghiệp Trung học phổ thông năm 2022 bằng cách nào?,Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/tra-cuu-diem-thi-tot-nghiep-trung-hoc-pho-thong-nam-2022-bang-cach-nao-700666,0.35357576608657837,thi tốt_nghiệp trung_học_phổ_thông,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF,1,57750,Nóng 24h: Minh oan cho cô gái bị kiện vì cứu người tai nạn giao thông,,vov.vn,https://vov.vn/phap-luat/nong-24h-minh-oan-cho-co-gai-bi-kien-vi-cuu-nguoi-tai-nan-giao-thong-post957209.vov,0.4243692457675934,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF,2,146136,Tai nạn giao thông nghiêm trọng khiến 2 người tử vong,Xã hội,laodong,https://laodong.vn/xa-hoi/tai-nan-giao-thong-nghiem-trong-khien-2-nguoi-tu-vong-1059000.ldo,0.3971042037010193,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF,3,98906,Campuchia mất gần 3% GDP mỗi năm do tai nạn giao thông,THẾ GIỚI,vov.vn,https://vov.vn/the-gioi/campuchia-mat-gan-3-gdp-moi-nam-do-tai-nan-giao-thong-post954583.vov,0.3468901515007019,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF,4,41337,Cao Bằng: Gia tăng bệnh nhân nhập viện do tai nạn giao thông | VTV.VN,,vtv.vn,https://vtv.vn/suc-khoe/cao-bang-gia-tang-benh-nhan-nhap-vien-do-tai-nan-giao-thong-20220721082212408.htm,0.3397201597690582,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF,5,131469,"Tai nạn đặc biệt nghiêm trọng, 2 người đi xe máy tử vong tại chỗ",Trong nước,nld,https://nld.com.vn/thoi-su/tai-nan-dac-biet-nghiem-trong-2-nguoi-di-xe-may-tu-vong-tai-cho-20220626113718556.htm,0.32914263010025024,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF,6,131426,"Tai nạn đặc biệt nghiêm trọng, 2 người đi xe máy tử vong tại chỗ",Tin tức trong ngày,24h.com.vn,https://www.24h.com.vn/tin-tuc-trong-ngay/tai-nan-dac-biet-nghiem-trong-2-nguoi-di-xe-may-tu-vong-tai-cho-c46a1372156.html,0.32368597388267517,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF,7,164043,"Tai nạn xe khách nghiêm trọng ở Ninh Bình, 4 người chết, nhiều người bị thương",Thời sự,thanhnien.vn,https://thanhnien.vn/tai-nan-xe-khach-nghiem-trong-o-ninh-binh-4-nguoi-chet-nhieu-nguoi-bi-thuong-post1468425.html,0.32105422019958496,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF,8,49658,"Tai nạn giao thông nghiêm trọng tại Indonesia, ít nhất 11 người tử vong",THẾ GIỚI,vov.vn,https://vov.vn/the-gioi/tai-nan-giao-thong-nghiem-trong-tai-indonesia-it-nhat-11-nguoi-tu-vong-post957618.vov,0.31556081771850586,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF,9,47264,Người dân TP.HCM nơm nớp lo sợ tai nạn giao thông khi qua cầu Phú Mỹ,Video,thanhnien.vn,https://thanhnien.vn/nguoi-dan-tp-hcm-nom-nop-lo-so-tai-nan-giao-thong-khi-qua-cau-phu-my-post1479825.html,0.3127509355545044,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF,10,40253,Vụ tai nạn nghiêm trọng ở Thanh Hóa: Thêm 1 người tử vong,,laodong,https://laodong.vn/xa-hoi/vu-tai-nan-nghiem-trong-o-thanh-hoa-them-1-nguoi-tu-vong-1070994.ldo,0.3046947717666626,tai_nạn giao_thông nghiêm_trọng,,
Q6,bão lũ miền Trung,TF-IDF,1,109158,Dự báo đường đi của bão số 1 gây mưa lớn ở miền Bắc,Xã hội,zingnews,https://zingnews.vn/video-du-bao-duong-di-cua-bao-so-1-gay-mua-lon-o-mien-bac-post1331811.html,0.3687956929206848,bão lũ miền trung,,
Q6,bão lũ miền Trung,TF-IDF,2,43999,"Đất Xanh Miền Trung tổ chức ngày hội tuyển dụng, hàng trăm cơ hội việc làm hấp dẫn khắp miền Trung",,nld,https://thitruong.nld.com.vn/doanh-nghiep-doanh-nhan/dat-xanh-mien-trung-to-chuc-ngay-hoi-tuyen-dung-hang-tram-co-hoi-viec-lam-hap-dan-khap-mien-trung-20220720144457064.htm,0.32240134477615356,bão lũ miền trung,,
Q6,bão lũ miền Trung,TF-IDF,3,167226,"Thời tiết cuối tuần: Miền Bắc giảm mưa, miền Trung nắng nóng kéo dài",Tin tức trong ngày,24h.com.vn,https://www.24h.com.vn/tin-tuc-trong-ngay/thoi-tiet-cuoi-tuan-mien-bac-giam-mua-mien-trung-nang-nong-keo-dai-c46a1367282.html,0.32125186920166016,bão lũ miền trung,,
Q6,bão lũ miền Trung,TF-IDF,4,113016,Thời tiết cuối tuần: Miền Bắc sắp mưa to do ảnh hưởng của bão số 1,Tin tức trong ngày,24h.com.vn,https://www.24h.com.vn/tin-tuc-trong-ngay/thoi-tiet-cuoi-tuan-mien-bac-sap-mua-to-do-anh-huong-cua-bao-so-1-c46a1373721.html,0.3169345259666443,bão lũ miền trung,,
Q6,bão lũ miền Trung,TF-IDF,5,129643,"Thời tiết đầu tuần: Nắng nóng gia tăng ở miền Bắc và miền Trung, có nơi trên 38 độ C",Tin tức trong ngày,24h.com.vn,https://www.24h.com.vn/tin-tuc-trong-ngay/thoi-tiet-dau-tuan-nang-nong-gia-tang-o-mien-bac-va-mien-trung-co-noi-tren-38-do-c-c46a1372256.html,0.29418960213661194,bão lũ miền trung,,
Q6,bão lũ miền Trung,TF-IDF,6,54384,Thời tiết đầu tuần: Miền Bắc và miền Trung nắng nóng trước khi hứng mưa lớn,,24h.com.vn,https://www.24h.com.vn/tin-tuc-trong-ngay/thoi-tiet-dau-tuan-mien-bac-va-mien-trung-nang-nong-truoc-khi-hung-mua-lon-c46a1378660.html,0.29230785369873047,bão lũ miền trung,,
Q6,bão lũ miền Trung,TF-IDF,7,165827,"Thời tiết đầu tuần: Miền Bắc sắp mưa to, miền Trung nắng nóng tiếp diễn",Tin tức trong ngày,24h.com.vn,https://www.24h.com.vn/tin-tuc-trong-ngay/thoi-tiet-dau-tuan-mien-bac-sap-mua-to-mien-trung-nang-nong-tiep-dien-c46a1368047.html,0.2797132730484009,bão lũ miền trung,,
Q6,bão lũ miền Trung,TF-IDF,8,111107,Tin bão mới nhất: Bão số 1 Chaba đang tiến gần Quảng Ninh và mạnh lên,,laodong,https://laodong.vn/video/tin-bao-moi-nhat-bao-so-1-chaba-dang-tien-gan-quang-ninh-va-manh-len-1062911.ldo,0.2769615054130554,bão lũ miền trung,,
Q6,bão lũ miền Trung,TF-IDF,9,116803,"Tin bão mới nhất: Bão số 1 Chaba giật cấp 10, khả năng mạnh lên",,laodong,https://laodong.vn/video/tin-bao-moi-nhat-bao-so-1-chaba-giat-cap-10-kha-nang-manh-len-1062318.ldo,0.2736225724220276,bão lũ miền trung,,
Q6,bão lũ miền Trung,TF-IDF,10,152412,Bảng lương tối thiểu vùng 35 tỉnh miền Trung và Nam bộ tăng 6% từ 1-7,Tin tức trong ngày,24h.com.vn,https://www.24h.com.vn/tin-tuc-trong-ngay/bang-luong-toi-thieu-vung-35-tinh-mien-trung-va-nam-bo-tang-6-tu-1-7-c46a1370025.html,0.2717634439468384,bão lũ miền trung,,
Q7,bất động sản đóng băng,TF-IDF,1,100482,"Bất động sản ""đóng băng"" hay đang điều chỉnh theo chu kỳ?",Kinh doanh,cafebiz,https://cafebiz.vn/bat-dong-san-dong-bang-hay-dang-dieu-chinh-theo-chu-ky-20220704085225673.chn,0.2739081084728241,bất_động_sản đóng_băng,,
Q7,bất động sản đóng băng,TF-IDF,2,92069,Thụy Sĩ phản đối giao tài sản đóng băng của Nga cho Ukraine,Thế giới,vnexpress,https://vnexpress.net/thuy-si-phan-doi-giao-tai-san-dong-bang-cua-nga-cho-ukraine-4484441.html,0.25774121284484863,bất_động_sản đóng_băng,,
Q7,bất động sản đóng băng,TF-IDF,3,44032,"Thị trường bất động sản thiết lập kỷ lục giá mới, nhà ở giá rẻ biến mất",,danviet,https://danviet.vn/thi-truong-bat-dong-san-thiet-lap-ky-luc-gia-moi-nha-o-gia-re-bien-mat-20220720144523615.htm,0.25455692410469055,bất_động_sản đóng_băng,,
Q7,bất động sản đóng băng,TF-IDF,4,109402,"Loay hoay với khoản nợ lớn, Ukraine nghĩ đến tài sản bị đóng băng của Nga",Thế giới,baoquocte,https://baoquocte.vn/loay-hoay-voi-khoan-no-lon-ukraine-nghi-den-tai-san-bi-dong-bang-cua-nga-189256.html,0.25397202372550964,bất_động_sản đóng_băng,,
Q7,bất động sản đóng băng,TF-IDF,5,117921,Mỹ ước tính số tài sản của Nga đã bị đóng băng trên toàn cầu | Báo Dân trí,Thế giới,dantri,https://dantri.com.vn/the-gioi/my-uoc-tinh-so-tai-san-cua-nga-da-bi-dong-bang-tren-toan-cau-20220629221547827.htm,0.248988077044487,bất_động_sản đóng_băng,,
Q7,bất động sản đóng băng,TF-IDF,6,131267,"Thanh khoản èo ọt, thị trường bất động sản có rơi vào kịch bản ""đóng băng"" như 10 năm trước?",Kinh doanh,cafebiz,https://cafebiz.vn/thanh-khoan-eo-ot-thi-truong-bat-dong-san-co-roi-vao-kich-ban-dong-bang-nhu-10-nam-truoc-20220626105640481.chn,0.24360820651054382,bất_động_sản đóng_băng,,
Q7,bất động sản đóng băng,TF-IDF,7,74889,EU đóng băng hơn 13 tỷ USD tài sản của Nga,Thế giới,zingnews,https://zingnews.vn/eu-dong-bang-hon-13-ty-usd-tai-san-cua-nga-post1335070.html,0.2407894730567932,bất_động_sản đóng_băng,,
Q7,bất động sản đóng băng,TF-IDF,8,58575,"""Đừng vội cứ mảnh đất nào tốt nhất là mang ra làm bất động sản""",,danviet,https://danviet.vn/dung-voi-cu-manh-dat-nao-tot-nhat-la-mang-ra-lam-bat-dong-san-20220716164912398.htm,0.22150284051895142,bất_động_sản đóng_băng,,
Q7,bất động sản đóng băng,TF-IDF,9,74712,"EU đóng băng 13,8 tỉ USD tài sản của Nga",Thế giới,tuoitre.vn,https://tuoitre.vn/eu-dong-bang-138-ti-usd-tai-san-cua-nga-20220712184849723.htm,0.21726137399673462,bất_động_sản đóng_băng,,
Q7,bất động sản đóng băng,TF-IDF,10,125734,Atletico Madrid: Đóng băng giữa mùa Hè,,thethaovanhoa,https://thethaovanhoa.vn/bong-da-tay-ban-nha/atletico-madrid-dong-bang-giua-mua-he-n20220628002801069.htm,0.20986248552799225,bất_động_sản đóng_băng,,
Q8,dịch bệnh covid 19,TF-IDF,1,106939,Số ca mắc mới COVID-19 tăng mạnh trở lại ở châu Âu,,vtv.vn,https://vtv.vn/the-gioi/so-ca-mac-moi-covid-19-tang-manh-tro-lai-o-chau-au-2022070219075137.htm,0.2917672097682953,dịch_bệnh covid 19,,
Q8,dịch bệnh covid 19,TF-IDF,2,137369,Bình Dương xin trả lại thuốc trị Covid-19,Xã hội,zingnews,https://zingnews.vn/binh-duong-xin-tra-lai-thuoc-tri-covid-19-post1327626.html,0.2881106734275818,dịch_bệnh covid 19,,
Q8,dịch bệnh covid 19,TF-IDF,3,137524,Bình Dương xin trả lại thuốc trị COVID-19,Xã hội,tienphong,https://tienphong.vn/binh-duong-xin-tra-lai-thuoc-tri-covid-19-post1448434.tpo,0.28761008381843567,dịch_bệnh covid 19,,
Q8,dịch bệnh covid 19,TF-IDF,4,137347,Bình Dương xin trả lại thuốc trị COVID-19,Thời sự - Xã hội,soha,https://soha.vn/binh-duong-xin-tra-lai-thuoc-tri-covid-19-20220624143832583.htm,0.28761008381843567,dịch_bệnh covid 19,,
Q8,dịch bệnh covid 19,TF-IDF,5,156857,Nâng cao nhận thức và hành động trong sẵn sàng phòng chống và ứng phó với dịch bệnh,Ngoại giao,baoquocte,https://baoquocte.vn/nang-cao-nhan-thuc-va-hanh-dong-trong-san-sang-phong-chong-va-ung-pho-voi-dich-benh-187463.html,0.2841911315917969,dịch_bệnh covid 19,,
Q8,dịch bệnh covid 19,TF-IDF,6,102503,Hỗ trợ phục hồi thể chất và tinh thần cho người lao động bị ảnh hưởng bởi COVID-19,,nld,https://thitruong.nld.com.vn/nhip-song/ho-tro-phuc-hoi-the-chat-va-tinh-than-cho-nguoi-lao-dong-bi-anh-huong-boi-covid-19-20220704084943192.htm,0.2832287549972534,dịch_bệnh covid 19,,
Q8,dịch bệnh covid 19,TF-IDF,7,132388,Hướng dẫn tiêm vaccine phòng Covid-19 cho trẻ từ 5 đến dưới 12 tuổi,Infographic,baoquocte,https://baoquocte.vn/huong-dan-tiem-vaccine-phong-covid-19-cho-tre-tu-5-den-duoi-12-tuoi-188469.html,0.27475547790527344,dịch_bệnh covid 19,,
Q8,dịch bệnh covid 19,TF-IDF,8,46098,Vừa mắc sốt xuất huyết vừa mắc COVID-19 nguy hiểm mức nào?,,laodong,https://laodong.vn/video/vua-mac-sot-xuat-huyet-vua-mac-covid-19-nguy-hiem-muc-nao-1070088.ldo,0.2734089493751526,dịch_bệnh covid 19,,
